001; 0.1532; 0.1667
002; 0.1563; 0.1667
003; 0.1604; 0.1667
004; 0.1695; 0.1667
005; 0.1674; 0.1667
006; 0.1665; 0.1667
007; 0.1609; 0.1667
008; 0.1620; 0.1667
009; 0.1613; 0.1667
010; 0.1654; 0.1667
011; 0.1581; 0.1667
012; 0.1654; 0.1667
013; 0.1548; 0.1667
014; 0.1593; 0.1667
015; 0.1588; 0.1667
016; 0.1597; 0.1667
017; 0.1627; 0.1667
018; 0.1633; 0.1667
019; 0.1674; 0.1667
020; 0.1652; 0.1667
021; 0.1674; 0.1667
022; 0.1554; 0.1667
023; 0.1570; 0.1667
024; 0.1661; 0.1667
025; 0.1674; 0.1667
026; 0.1629; 0.1667
027; 0.1514; 0.1667
028; 0.1645; 0.1667
029; 0.1674; 0.1667
030; 0.1633; 0.1667
031; 0.1620; 0.1667
032; 0.1606; 0.1667
033; 0.1643; 0.1667
034; 0.1629; 0.1667
035; 0.1636; 0.1667
036; 0.1588; 0.1667
037; 0.1507; 0.1667
038; 0.1604; 0.1667
039; 0.1518; 0.1667
040; 0.1672; 0.1667
041; 0.1604; 0.1667
042; 0.1631; 0.1667
043; 0.1649; 0.1667
044; 0.1554; 0.1667
045; 0.1620; 0.1667
046; 0.1624; 0.1667
047; 0.1475; 0.1667
048; 0.1645; 0.1667
049; 0.1654; 0.1667
050; 0.1563; 0.1667
051; 0.1640; 0.1667
052; 0.1550; 0.1667
053; 0.1563; 0.1667
054; 0.1652; 0.1667
055; 0.1656; 0.1667
056; 0.1674; 0.1667
057; 0.1624; 0.1667
058; 0.1620; 0.1667
059; 0.1674; 0.1667
060; 0.1674; 0.1667
061; 0.1643; 0.1667
062; 0.1611; 0.1667
063; 0.1495; 0.1667
064; 0.1541; 0.1667
065; 0.1645; 0.1667
066; 0.1498; 0.1667
067; 0.1586; 0.1667
068; 0.1566; 0.1667
069; 0.1545; 0.1667
070; 0.1654; 0.1667
071; 0.1674; 0.1667
072; 0.1561; 0.1667
073; 0.1559; 0.1667
074; 0.1670; 0.1667
075; 0.1597; 0.1667
076; 0.1620; 0.1667
077; 0.1636; 0.1667
078; 0.1618; 0.1667
079; 0.1636; 0.1667
080; 0.1665; 0.1667
081; 0.1627; 0.1667
082; 0.1527; 0.1667
083; 0.1459; 0.1667
084; 0.1615; 0.1667
085; 0.1615; 0.1667
086; 0.1543; 0.1667
087; 0.1643; 0.1667
088; 0.1627; 0.1667
089; 0.1550; 0.1667
090; 0.1656; 0.1667
091; 0.1611; 0.1667
092; 0.1579; 0.1667
093; 0.1602; 0.1667
094; 0.1611; 0.1667
095; 0.1665; 0.1667
096; 0.1543; 0.1667
097; 0.1590; 0.1667
098; 0.1597; 0.1667
099; 0.1561; 0.1667
100; 0.1493; 0.1667
101; 0.1557; 0.1667
102; 0.1658; 0.1667
103; 0.1661; 0.1667
104; 0.1577; 0.1667
105; 0.1674; 0.1667
106; 0.1674; 0.1667
107; 0.1633; 0.1667
108; 0.1627; 0.1667
109; 0.1627; 0.1667
110; 0.1609; 0.1667
111; 0.1667; 0.1667
112; 0.1656; 0.1667
113; 0.1636; 0.1667
114; 0.1674; 0.1667
115; 0.1579; 0.1667
116; 0.1597; 0.1667
117; 0.1590; 0.1667
118; 0.1595; 0.1667
119; 0.1609; 0.1667
120; 0.1575; 0.1667
121; 0.1622; 0.1667
122; 0.1618; 0.1667
123; 0.1581; 0.1667
124; 0.1566; 0.1667
125; 0.1643; 0.1667
126; 0.1604; 0.1667
127; 0.1581; 0.1667
128; 0.1627; 0.1667
129; 0.1647; 0.1667
130; 0.1629; 0.1667
131; 0.1590; 0.1667
132; 0.1631; 0.1667
133; 0.1575; 0.1667
134; 0.1595; 0.1667
135; 0.1674; 0.1667
136; 0.1638; 0.1667
137; 0.1638; 0.1667
138; 0.1554; 0.1667
139; 0.1654; 0.1667
140; 0.1606; 0.1667
141; 0.1511; 0.1667
142; 0.1618; 0.1667
143; 0.1652; 0.1667
144; 0.1629; 0.1667
145; 0.1674; 0.1667
146; 0.1586; 0.1667
147; 0.1643; 0.1667
148; 0.1557; 0.1667
149; 0.1523; 0.1667
150; 0.1588; 0.1667
151; 0.1597; 0.1667
152; 0.1633; 0.1667
153; 0.1627; 0.1667
154; 0.1661; 0.1667
155; 0.1588; 0.1667
156; 0.1604; 0.1667
157; 0.1643; 0.1667
158; 0.1640; 0.1667
159; 0.1557; 0.1667
160; 0.1550; 0.1667
161; 0.1672; 0.1667
162; 0.1615; 0.1667
163; 0.1548; 0.1667
164; 0.1638; 0.1667
165; 0.1570; 0.1667
166; 0.1633; 0.1667
167; 0.1600; 0.1667
168; 0.1534; 0.1667
169; 0.1600; 0.1667
170; 0.1620; 0.1667
171; 0.1548; 0.1667
172; 0.1618; 0.1667
173; 0.1548; 0.1667
174; 0.1622; 0.1667
175; 0.1645; 0.1667
176; 0.1613; 0.1667
177; 0.1654; 0.1667
178; 0.1581; 0.1667
179; 0.1568; 0.1667
180; 0.1577; 0.1667
181; 0.1656; 0.1667
182; 0.1674; 0.1667
183; 0.1618; 0.1667
184; 0.1627; 0.1667
185; 0.1597; 0.1667
186; 0.1602; 0.1667
187; 0.1618; 0.1667
188; 0.1665; 0.1667
189; 0.1627; 0.1667
190; 0.1627; 0.1667
191; 0.1633; 0.1667
192; 0.1541; 0.1667
193; 0.1602; 0.1667
194; 0.1613; 0.1667
195; 0.1590; 0.1667
196; 0.1649; 0.1667
197; 0.1561; 0.1667
198; 0.1638; 0.1667
199; 0.1636; 0.1667
200; 0.1606; 0.1667
201; 0.1590; 0.1667
202; 0.1627; 0.1667
203; 0.1633; 0.1667
204; 0.1581; 0.1667
205; 0.1643; 0.1667
206; 0.1674; 0.1667
207; 0.1543; 0.1667
208; 0.1674; 0.1667
209; 0.1633; 0.1667
210; 0.1518; 0.1667
211; 0.1561; 0.1667
212; 0.1550; 0.1667
213; 0.1638; 0.1667
214; 0.1575; 0.1667
215; 0.1674; 0.1667
216; 0.1658; 0.1667
217; 0.1536; 0.1667
218; 0.1604; 0.1667
219; 0.1579; 0.1667
220; 0.1577; 0.1667
221; 0.1665; 0.1667
222; 0.1590; 0.1667
223; 0.1597; 0.1667
224; 0.1636; 0.1667
225; 0.1604; 0.1667
226; 0.1590; 0.1667
227; 0.1640; 0.1667
228; 0.1554; 0.1667
229; 0.1602; 0.1667
230; 0.1505; 0.1667
231; 0.1631; 0.1667
232; 0.1661; 0.1667
233; 0.1597; 0.1667
234; 0.1629; 0.1667
235; 0.1559; 0.1667
236; 0.1622; 0.1667
237; 0.1631; 0.1667
238; 0.1645; 0.1667
239; 0.1593; 0.1667
240; 0.1667; 0.1667
241; 0.1645; 0.1667
242; 0.1516; 0.1667
243; 0.1624; 0.1667
244; 0.1595; 0.1667
245; 0.1643; 0.1667
246; 0.1645; 0.1667
247; 0.1611; 0.1667
248; 0.1586; 0.1667
249; 0.1595; 0.1667
250; 0.1600; 0.1667
251; 0.1674; 0.1667
252; 0.1674; 0.1667
253; 0.1656; 0.1667
254; 0.1609; 0.1667
255; 0.1620; 0.1667
256; 0.1505; 0.1667
257; 0.1627; 0.1667
258; 0.1706; 0.1667
259; 0.1606; 0.1667
260; 0.1667; 0.1667
261; 0.1622; 0.1667
262; 0.1629; 0.1667
263; 0.1647; 0.1667
264; 0.1658; 0.1667
265; 0.1640; 0.1667
266; 0.1590; 0.1667
267; 0.1633; 0.1667
268; 0.1638; 0.1667
269; 0.1595; 0.1667
270; 0.1593; 0.1667
271; 0.1674; 0.1667
272; 0.1568; 0.1667
273; 0.1579; 0.1667
274; 0.1652; 0.1667
275; 0.1674; 0.1667
276; 0.1518; 0.1667
277; 0.1611; 0.1667
278; 0.1656; 0.1667
279; 0.1572; 0.1667
280; 0.1643; 0.1667
281; 0.1674; 0.1667
282; 0.1633; 0.1667
283; 0.1595; 0.1667
284; 0.1647; 0.1667
285; 0.1627; 0.1667
286; 0.1686; 0.1667
287; 0.1572; 0.1667
288; 0.1586; 0.1667
289; 0.1643; 0.1667
290; 0.1636; 0.1667
291; 0.1602; 0.1667
292; 0.1559; 0.1667
293; 0.1629; 0.1667
294; 0.1638; 0.1667
295; 0.1593; 0.1667
296; 0.1674; 0.1667
297; 0.1561; 0.1667
298; 0.1636; 0.1667
299; 0.1518; 0.1667
300; 0.1586; 0.1667
